,breed,type.x,contact_state,State_Full,state,# of non-kill shelters,# of shelters, % big dog friendly rentals, %small dog friendly rentals,% dog owners
10963,Hound,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10964,Labrador Retriever,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10965,Labrador Retriever,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10966,American Staffordshire Terrier,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10967,Pit Bull Terrier,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10968,Labrador Retriever,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10969,Beagle,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10970,Shepherd,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10971,Miniature Pinscher,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10972,Catahoula Leopard Dog,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10973,Labrador Retriever,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10974,Pit Bull Terrier,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10975,Pit Bull Terrier,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10976,Pit Bull Terrier,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10977,Plott Hound,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10978,Pit Bull Terrier,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10979,Pit Bull Terrier,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10980,Pit Bull Terrier,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10981,Dachshund,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10982,Black Labrador Retriever,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10983,Labrador Retriever,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10984,Hound,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10985,Pit Bull Terrier,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
10986,American Staffordshire Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
10987,Pit Bull Terrier,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
10988,Rat Terrier,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
10989,Pit Bull Terrier,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
10990,Pit Bull Terrier,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
10991,Pit Bull Terrier,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
10992,Pit Bull Terrier,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
10993,Pit Bull Terrier,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
10994,Pit Bull Terrier,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
10995,Pit Bull Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
10996,Maltese,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
10997,Jack Russell Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
10998,Great Dane,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
10999,Labrador Retriever,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11000,Miniature Pinscher,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11001,American Bulldog,Dog,NJ,New Jersey,New Jersey,50,72,14.8,36.7,29.1
11002,Miniature Pinscher,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11003,Boxer,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11004,Jack Russell Terrier,Dog,NH,New Hampshire,New Hampshire,14,14,14.6,31,23.7
11005,Feist,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11006,Feist,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11007,Feist,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11008,Feist,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11009,Feist,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11010,Feist,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11011,Beagle,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11012,Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11013,Golden Retriever,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11014,Boxer,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11015,Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11016,Pointer,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11017,Hound,Dog,NY,New York,New York,71,128,29,36.4,27
11018,Boxer,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11019,Pit Bull Terrier,Dog,VT,Vermont,Vermont,12,12,28,43.9,28.3
11020,Pit Bull Terrier,Dog,VT,Vermont,Vermont,12,12,28,43.9,28.3
11021,Mixed Breed,Dog,NH,New Hampshire,New Hampshire,14,14,14.6,31,23.7
11022,Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11023,Labrador Retriever,Dog,NJ,New Jersey,New Jersey,50,72,14.8,36.7,29.1
11024,Hound,Dog,NY,New York,New York,71,128,29,36.4,27
11025,Spaniel,Dog,NJ,New Jersey,New Jersey,50,72,14.8,36.7,29.1
11026,Yellow Labrador Retriever,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11027,Chihuahua,Dog,NJ,New Jersey,New Jersey,50,72,14.8,36.7,29.1
11028,Hound,Dog,NY,New York,New York,71,128,29,36.4,27
11029,Labrador Retriever,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11030,Rottweiler,Dog,NY,New York,New York,71,128,29,36.4,27
11031,Husky,Dog,NY,New York,New York,71,128,29,36.4,27
11032,Jack Russell Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11033,Labrador Retriever,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11034,Terrier,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11035,Beagle,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11036,Beagle,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11037,Terrier,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11038,Beagle,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11039,Doberman Pinscher,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11040,Labrador Retriever,Dog,NY,New York,New York,71,128,29,36.4,27
11041,Spaniel,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11042,Labrador Retriever,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11043,Boxer,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11044,Hound,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11045,Australian Cattle Dog / Blue Heeler,Dog,NJ,New Jersey,New Jersey,50,72,14.8,36.7,29.1
11046,American Staffordshire Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11047,American Staffordshire Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11048,American Staffordshire Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11049,Chihuahua,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11050,American Staffordshire Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11051,Chihuahua,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11052,Pit Bull Terrier,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11053,Boxer,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11054,Pit Bull Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11055,Pit Bull Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11056,Pit Bull Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11057,Corgi,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11058,American Staffordshire Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11059,Chihuahua,Dog,NY,New York,New York,71,128,29,36.4,27
11060,Pit Bull Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11061,Pointer,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11062,Labrador Retriever,Dog,NY,New York,New York,71,128,29,36.4,27
11063,Staffordshire Bull Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11064,Hound,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11065,Black Labrador Retriever,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11066,Terrier,Dog,NJ,New Jersey,New Jersey,50,72,14.8,36.7,29.1
11067,Hound,Dog,NY,New York,New York,71,128,29,36.4,27
11068,Pomeranian,Dog,NY,New York,New York,71,128,29,36.4,27
11069,American Bulldog,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11070,German Shepherd Dog,Dog,NJ,New Jersey,New Jersey,50,72,14.8,36.7,29.1
11071,Collie,Dog,NY,New York,New York,71,128,29,36.4,27
11072,Poodle,Dog,NY,New York,New York,71,128,29,36.4,27
11073,Beagle,Dog,NY,New York,New York,71,128,29,36.4,27
11074,Pit Bull Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11075,Boxer,Dog,NY,New York,New York,71,128,29,36.4,27
11076,Chihuahua,Dog,NY,New York,New York,71,128,29,36.4,27
11077,Husky,Dog,NY,New York,New York,71,128,29,36.4,27
11078,Miniature Pinscher,Dog,NY,New York,New York,71,128,29,36.4,27
11079,Labrador Retriever,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11080,Boxer,Dog,NJ,New Jersey,New Jersey,50,72,14.8,36.7,29.1
11081,Labrador Retriever,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11082,American Staffordshire Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11083,Labrador Retriever,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11084,Pit Bull Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11085,Pit Bull Terrier,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11086,Mixed Breed,Dog,NY,New York,New York,71,128,29,36.4,27
11087,Catahoula Leopard Dog,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11088,Catahoula Leopard Dog,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11089,Catahoula Leopard Dog,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11090,Pit Bull Terrier,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11091,Yellow Labrador Retriever,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11092,Hound,Dog,NY,New York,New York,71,128,29,36.4,27
11093,Labrador Retriever,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11094,Labrador Retriever,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11095,Pomeranian,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11096,Collie,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11097,Pit Bull Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11098,Great Pyrenees,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11099,Standard Poodle,Dog,NY,New York,New York,71,128,29,36.4,27
11100,American Bulldog,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11101,Dachshund,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11102,English Setter,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11103,Beagle,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11104,Black Labrador Retriever,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11105,Labrador Retriever,Dog,NY,New York,New York,71,128,29,36.4,27
11106,Mixed Breed,Dog,NY,New York,New York,71,128,29,36.4,27
11107,Golden Retriever,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11108,Hound,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11109,Hound,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11110,Hound,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11111,Retriever,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11112,Rat Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11113,American Staffordshire Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11114,Shepherd,Dog,NY,New York,New York,71,128,29,36.4,27
11115,Shepherd,Dog,NY,New York,New York,71,128,29,36.4,27
11116,Shepherd,Dog,NY,New York,New York,71,128,29,36.4,27
11117,Husky,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11118,American Staffordshire Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11119,Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11120,Golden Retriever,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11121,Australian Shepherd,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11122,Shepherd,Dog,NY,New York,New York,71,128,29,36.4,27
11123,Shepherd,Dog,NY,New York,New York,71,128,29,36.4,27
11124,Shepherd,Dog,NY,New York,New York,71,128,29,36.4,27
11125,Shepherd,Dog,NY,New York,New York,71,128,29,36.4,27
11126,American Staffordshire Terrier,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11127,Hound,Dog,NY,New York,New York,71,128,29,36.4,27
11128,Labrador Retriever,Dog,NY,New York,New York,71,128,29,36.4,27
11129,Chow Chow,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11130,Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11131,Standard Poodle,Dog,NJ,New Jersey,New Jersey,50,72,14.8,36.7,29.1
11132,Labrador Retriever,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11133,Siberian Husky,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11134,American Staffordshire Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11135,Labrador Retriever,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11136,Pit Bull Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11137,Chesapeake Bay Retriever,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11138,Hound,Dog,NJ,New Jersey,New Jersey,50,72,14.8,36.7,29.1
11139,Hound,Dog,NJ,New Jersey,New Jersey,50,72,14.8,36.7,29.1
11140,Labrador Retriever,Dog,NY,New York,New York,71,128,29,36.4,27
11141,Black Mouth Cur,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11142,Labrador Retriever,Dog,NY,New York,New York,71,128,29,36.4,27
11143,Boxer,Dog,NY,New York,New York,71,128,29,36.4,27
11144,Beagle,Dog,NY,New York,New York,71,128,29,36.4,27
11145,Dachshund,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11146,Beagle,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11147,Great Pyrenees,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11148,Mixed Breed,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11149,Hound,Dog,NJ,New Jersey,New Jersey,50,72,14.8,36.7,29.1
11150,Beagle,Dog,NY,New York,New York,71,128,29,36.4,27
11151,Shepherd,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11152,German Shepherd Dog,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11153,Australian Shepherd,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11154,Australian Shepherd,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11155,Pit Bull Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11156,Australian Cattle Dog / Blue Heeler,Dog,VT,Vermont,Vermont,12,12,28,43.9,28.3
11157,Boxer,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11158,Chihuahua,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11159,Hound,Dog,NY,New York,New York,71,128,29,36.4,27
11160,American Staffordshire Terrier,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11161,Pit Bull Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11162,Toy Fox Terrier,Dog,NJ,New Jersey,New Jersey,50,72,14.8,36.7,29.1
11163,Chihuahua,Dog,NY,New York,New York,71,128,29,36.4,27
11164,Labrador Retriever,Dog,NY,New York,New York,71,128,29,36.4,27
11165,Border Collie,Dog,VT,Vermont,Vermont,12,12,28,43.9,28.3
11166,Border Collie,Dog,VT,Vermont,Vermont,12,12,28,43.9,28.3
11167,Border Collie,Dog,VT,Vermont,Vermont,12,12,28,43.9,28.3
11168,Labrador Retriever,Dog,VT,Vermont,Vermont,12,12,28,43.9,28.3
11169,Labrador Retriever,Dog,VT,Vermont,Vermont,12,12,28,43.9,28.3
11170,Harrier,Dog,NY,New York,New York,71,128,29,36.4,27
11171,Labrador Retriever,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11172,Shepherd,Dog,NY,New York,New York,71,128,29,36.4,27
11173,Pit Bull Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11174,Pit Bull Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11175,Yorkshire Terrier,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11176,Yorkshire Terrier,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11177,Shih Tzu,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11178,Labrador Retriever,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11179,Poodle,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11180,Hound,Dog,NY,New York,New York,71,128,29,36.4,27
11181,Black Labrador Retriever,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11182,Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11183,Maltese,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11184,Pit Bull Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11185,Maltese,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11186,Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11187,Rat Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11188,Chihuahua,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11189,Bearded Collie,Dog,NJ,New Jersey,New Jersey,50,72,14.8,36.7,29.1
11190,Dachshund,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11191,Coonhound,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11192,Coonhound,Dog,NY,New York,New York,71,128,29,36.4,27
11193,Mixed Breed,Dog,NY,New York,New York,71,128,29,36.4,27
11194,Retriever,Dog,NY,New York,New York,71,128,29,36.4,27
11195,Greyhound,Dog,NH,New Hampshire,New Hampshire,14,14,14.6,31,23.7
11196,Greyhound,Dog,NH,New Hampshire,New Hampshire,14,14,14.6,31,23.7
11197,Mixed Breed,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11198,Retriever,Dog,NY,New York,New York,71,128,29,36.4,27
11199,Shih Tzu,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11200,Pomeranian,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11201,Yorkshire Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11202,Labrador Retriever,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11203,Labrador Retriever,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11204,Labrador Retriever,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11205,Labrador Retriever,Dog,NY,New York,New York,71,128,29,36.4,27
11206,Pharaoh Hound,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11207,Labrador Retriever,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11208,Boxer,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11209,Foxhound,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11210,Foxhound,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11211,Foxhound,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11212,Foxhound,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11213,Labrador Retriever,Dog,NY,New York,New York,71,128,29,36.4,27
11214,Labrador Retriever,Dog,NY,New York,New York,71,128,29,36.4,27
11215,Pit Bull Terrier,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11216,Border Collie,Dog,NY,New York,New York,71,128,29,36.4,27
11217,Rottweiler,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11218,Labrador Retriever,Dog,VT,Vermont,Vermont,12,12,28,43.9,28.3
11219,Labrador Retriever,Dog,VT,Vermont,Vermont,12,12,28,43.9,28.3
11220,Rottweiler,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11221,Labrador Retriever,Dog,VT,Vermont,Vermont,12,12,28,43.9,28.3
11222,Labrador Retriever,Dog,VT,Vermont,Vermont,12,12,28,43.9,28.3
11223,Mixed Breed,Dog,NY,New York,New York,71,128,29,36.4,27
11224,Mixed Breed,Dog,NY,New York,New York,71,128,29,36.4,27
11225,Schnauzer,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11226,American Staffordshire Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11227,Mixed Breed,Dog,NY,New York,New York,71,128,29,36.4,27
11228,Shepherd,Dog,NY,New York,New York,71,128,29,36.4,27
11229,Mixed Breed,Dog,NY,New York,New York,71,128,29,36.4,27
11230,Chihuahua,Dog,NY,New York,New York,71,128,29,36.4,27
11231,Feist,Dog,NY,New York,New York,71,128,29,36.4,27
11232,Labrador Retriever,Dog,NY,New York,New York,71,128,29,36.4,27
11233,Cane Corso,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11234,German Shepherd Dog,Dog,NY,New York,New York,71,128,29,36.4,27
11235,Mixed Breed,Dog,NY,New York,New York,71,128,29,36.4,27
11236,Labrador Retriever,Dog,NY,New York,New York,71,128,29,36.4,27
11237,Mixed Breed,Dog,NY,New York,New York,71,128,29,36.4,27
11238,Chow Chow,Dog,NY,New York,New York,71,128,29,36.4,27
11239,Pit Bull Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11240,Samoyed,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11241,Pit Bull Terrier,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11242,American Staffordshire Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11243,Pomeranian,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11244,Yorkshire Terrier,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11245,Spaniel,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11246,Boxer,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11247,German Shepherd Dog,Dog,NY,New York,New York,71,128,29,36.4,27
11248,Shepherd,Dog,NJ,New Jersey,New Jersey,50,72,14.8,36.7,29.1
11249,Husky,Dog,NY,New York,New York,71,128,29,36.4,27
11250,Yorkshire Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11251,Poodle,Dog,NY,New York,New York,71,128,29,36.4,27
11252,Labrador Retriever,Dog,NY,New York,New York,71,128,29,36.4,27
11253,Husky,Dog,NY,New York,New York,71,128,29,36.4,27
11254,Husky,Dog,NY,New York,New York,71,128,29,36.4,27
11255,Labrador Retriever,Dog,NY,New York,New York,71,128,29,36.4,27
11256,Labrador Retriever,Dog,NY,New York,New York,71,128,29,36.4,27
11257,Shih Tzu,Dog,NY,New York,New York,71,128,29,36.4,27
11258,Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11259,Shepherd,Dog,NJ,New Jersey,New Jersey,50,72,14.8,36.7,29.1
11260,Labrador Retriever,Dog,RI,Rhode Island,Rhode Island,28,28,10.8,27.8,25.8
11261,Hound,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11262,Shepherd,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11263,Chihuahua,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11264,Terrier,Dog,NY,New York,New York,71,128,29,36.4,27
11265,American Staffordshire Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11266,Beagle,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11267,Pit Bull Terrier,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11268,Chihuahua,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11269,Labrador Retriever,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11270,Spaniel,Dog,NH,New Hampshire,New Hampshire,14,14,14.6,31,23.7
11271,Spaniel,Dog,NH,New Hampshire,New Hampshire,14,14,14.6,31,23.7
11272,Chihuahua,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11273,Mixed Breed,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11274,Pit Bull Terrier,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11275,Boxer,Dog,CT,Connecticut,Connecticut,83,89,9.8,34.6,24
11276,Shepherd,Dog,VT,Vermont,Vermont,12,12,28,43.9,28.3
11277,German Shepherd Dog,Dog,VT,Vermont,Vermont,12,12,28,43.9,28.3
11278,German Shepherd Dog,Dog,VT,Vermont,Vermont,12,12,28,43.9,28.3
11279,German Shepherd Dog,Dog,VT,Vermont,Vermont,12,12,28,43.9,28.3
11280,German Shepherd Dog,Dog,VT,Vermont,Vermont,12,12,28,43.9,28.3
11281,German Shepherd Dog,Dog,VT,Vermont,Vermont,12,12,28,43.9,28.3
11282,Chihuahua,Dog,NY,New York,New York,71,128,29,36.4,27
11283,Havanese,Dog,NY,New York,New York,71,128,29,36.4,27
11284,Golden Retriever,Dog,NY,New York,New York,71,128,29,36.4,27
11285,American Bulldog,Dog,NJ,New Jersey,New Jersey,50,72,14.8,36.7,29.1
11286,Labrador Retriever,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11287,Pit Bull Terrier,Dog,MA,Massachusetts,Massachusetts,51,59,11.8,24.7,28.9
11288,Border Collie,Dog,NY,New York,New York,71,128,29,36.4,27
